,0,1
0,ACCEDE07302_208.png,0.699148118496
1,ACCEDE07302_256.png,0.768842637539
2,ACCEDE07302_93.png,0.611526966095
3,ACCEDE07302_78.png,0.490598410368
4,ACCEDE07302_43.png,0.824964046478
5,ACCEDE07302_116.png,0.774782538414
6,ACCEDE07302_1.png,0.803330242634
7,ACCEDE07302_181.png,0.577297687531
8,ACCEDE07302_203.png,0.770445942879
9,ACCEDE07302_271.png,0.860602736473
10,ACCEDE07302_133.png,0.730540752411
11,ACCEDE07302_71.png,0.864142775536
12,ACCEDE07302_21.png,0.728270888329
13,ACCEDE07302_23.png,0.494159221649
14,ACCEDE07302_48.png,0.76100987196
15,ACCEDE07302_221.png,0.833431601524
16,ACCEDE07302_96.png,0.687512993813
17,ACCEDE07302_151.png,0.774387300014
18,ACCEDE07302_153.png,0.59259557724
19,ACCEDE07302_91.png,0.831370174885
20,ACCEDE07302_166.png,0.890650987625
21,ACCEDE07302_138.png,0.634769558907
22,ACCEDE07302_251.png,0.537875115871
23,ACCEDE07302_76.png,0.743865609169
24,ACCEDE07302_216.png,0.690467476845
25,ACCEDE07302_196.png,0.814452767372
26,ACCEDE07302_226.png,0.704241275787
27,ACCEDE07302_118.png,0.770674049854
28,ACCEDE07302_46.png,0.837109982967
29,ACCEDE07302_36.png,0.886688232422
30,ACCEDE07302_73.png,0.522704958916
31,ACCEDE07302_26.png,0.807910144329
32,ACCEDE07302_146.png,0.715953230858
33,ACCEDE07302_156.png,0.732087790966
34,ACCEDE07302_176.png,0.865075707436
35,ACCEDE07302_178.png,0.778201758862
36,ACCEDE07302_101.png,0.85674905777
37,ACCEDE07302_188.png,0.585360646248
38,ACCEDE07302_83.png,0.649896681309
39,ACCEDE07302_163.png,0.790250003338
40,ACCEDE07302_136.png,0.776477873325
41,ACCEDE07302_191.png,0.505529463291
42,ACCEDE07302_211.png,0.844819664955
43,ACCEDE07302_193.png,0.843911290169
44,ACCEDE07302_61.png,0.740739941597
45,ACCEDE07302_168.png,0.716481804848
46,ACCEDE07302_63.png,0.734264135361
47,ACCEDE07302_56.png,0.431638777256
48,ACCEDE07302_51.png,0.57805544138
49,ACCEDE07302_236.png,0.603514015675
50,ACCEDE07302_201.png,0.537735402584
51,ACCEDE07302_38.png,0.795327663422
52,ACCEDE07302_131.png,0.515708684921
53,ACCEDE07302_141.png,0.790880084038
54,ACCEDE07302_68.png,0.089346177876
55,ACCEDE07302_111.png,0.890993475914
56,ACCEDE07302_161.png,0.761098742485
57,ACCEDE07302_241.png,0.820055127144
58,ACCEDE07302_213.png,0.304412007332
59,ACCEDE07302_41.png,0.477471590042
60,ACCEDE07302_108.png,0.865080356598
61,ACCEDE07302_186.png,0.669432878494
62,ACCEDE07302_206.png,0.660414755344
63,ACCEDE07302_231.png,0.472936451435
64,ACCEDE07302_98.png,0.681806445122
65,ACCEDE07302_31.png,0.67042696476
66,ACCEDE07302_148.png,0.78602707386
67,ACCEDE07302_173.png,0.860664606094
68,ACCEDE07302_171.png,0.771760821342
69,ACCEDE07302_143.png,0.448038011789
70,ACCEDE07302_123.png,0.630582213402
71,ACCEDE07302_66.png,0.303962320089
