,0,1
0,ACCEDE07883_183.png,0.794196486473
1,ACCEDE07883_79.png,0.417961329222
2,ACCEDE07883_63.png,0.171599552035
3,ACCEDE07883_111.png,0.256169706583
4,ACCEDE07883_3.png,0.9302932024
5,ACCEDE07883_1.png,0.953388929367
6,ACCEDE07883_35.png,0.302604675293
7,ACCEDE07883_94.png,0.101208537817
8,ACCEDE07883_86.png,0.260585874319
9,ACCEDE07883_98.png,0.423776507378
10,ACCEDE07883_69.png,0.306180208921
11,ACCEDE07883_51.png,0.259011656046
12,ACCEDE07883_58.png,0.643059790134
13,ACCEDE07883_152.png,0.38657194376
14,ACCEDE07883_39.png,0.916673243046
15,ACCEDE07883_61.png,0.899980664253
16,ACCEDE07883_197.png,0.562913417816
