,0,1
0,ACCEDE07277_19.png,0.936966955662
1,ACCEDE07277_94.png,0.857152342796
2,ACCEDE07277_84.png,0.943603336811
3,ACCEDE07277_149.png,0.856990516186
4,ACCEDE07277_1.png,0.925244808197
5,ACCEDE07277_74.png,0.973834693432
6,ACCEDE07277_196.png,0.942514181137
7,ACCEDE07277_71.png,0.923112154007
8,ACCEDE07277_99.png,0.879812657833
9,ACCEDE07277_54.png,0.906272411346
10,ACCEDE07277_44.png,0.926424622536
11,ACCEDE07277_159.png,0.880115687847
12,ACCEDE07277_46.png,0.952189326286
13,ACCEDE07277_114.png,0.903393447399
14,ACCEDE07277_39.png,0.889031529427
15,ACCEDE07277_49.png,0.690322339535
16,ACCEDE07277_131.png,0.905143558979
17,ACCEDE07277_81.png,0.877733767033
18,ACCEDE07277_66.png,0.945038974285
19,ACCEDE07277_119.png,0.960687160492
20,ACCEDE07277_56.png,0.938015818596
21,ACCEDE07277_109.png,0.899379193783
22,ACCEDE07277_26.png,0.835770010948
23,ACCEDE07277_24.png,0.868565559387
24,ACCEDE07277_16.png,0.879295647144
25,ACCEDE07277_134.png,0.953084647655
26,ACCEDE07277_106.png,0.888099074364
27,ACCEDE07277_181.png,0.948886275291
28,ACCEDE07277_186.png,0.951970517635
29,ACCEDE07277_176.png,0.924477159977
30,ACCEDE07277_91.png,0.93452912569
31,ACCEDE07277_69.png,0.823655843735
32,ACCEDE07277_189.png,0.955621957779
33,ACCEDE07277_144.png,0.931615531445
34,ACCEDE07277_31.png,0.817387759686
35,ACCEDE07277_41.png,0.879464745522
36,ACCEDE07277_206.png,0.927252054214
37,ACCEDE07277_104.png,0.856604218483
38,ACCEDE07277_9.png,0.807597517967
39,ACCEDE07277_96.png,0.452865213156
40,ACCEDE07277_111.png,0.949794828892
41,ACCEDE07277_161.png,0.912243306637
42,ACCEDE07277_79.png,0.914426863194
43,ACCEDE07277_51.png,0.833673834801
44,ACCEDE07277_6.png,0.448535650969
